id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
159498	ktmsm	ktmsm	k(III) !t!ms(s[~m	k (III); /m-s-s(/ś)/	subordinating functor; vb G prefc. 3 m. sg. + encl. -m	when; to dissolve, collapse	DULAT cites both /m-s-s/ (k tmsm) and /k-m-s/ tD here.
159498	ktmsm	ktmsm	k]t]ms[~m	/k-m-s/	vb Gt suffc. 3 m. sg. + encl. -m	to buckle, bend	Alternative per DULAT /k-m-s/ tD.
# KTU 1.6 I:53							
159499	w	w 	w	w	conj.	and	
159500	ˤn	ʿn  	ˤn(y(I)[	/ʕ-n-y/ (I)	vb G suffc. 3 f. sg.	to answer	
159501	rbt	rbt  	rb(t(I)/t	rbt (I)	n. f. sg. cstr. nom.	Lady	
159502	aṯrt	aṯrt 	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. cstr. nom.	Athirat/Asherah	EUPT/construct: bound to the following genitive.
159503	ym	ym	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	
# KTU 1.6 I:54							
159504	blt	blt  	bl(I)~t	bl (I)	adv. / emph. functor + encl. -t	verily; not?	DULAT: blt → bl; bl/blt nmlk.
159505	nmlk	nmlk  	!n!mlk[	/m-l-k/	vb G prefc. 1 c. pl.	to make king	'let us make Aṯtar the Terrible king'.
159506	ˤṯtr	ʿṯtr  	ˤṯtr/	ʕṯtr	DN m. sg. abs. acc.	ʿAṯtar/Ashtar	
159507	ˤrẓ	ʿrẓ	ˤrẓ/	ʕrẓ	adj. m. sg. abs. acc.	the Terrible	
# KTU 1.6 I:55							
159508	ymlk	ymlk  	!y!mlk[	/m-l-k/	vb G prefc. 3 m. sg. juss.	to reign	'let Aṯtar the Terrible reign'.
159509	ˤṯtr	ʿṯtr  	ˤṯtr/	ʕṯtr	DN m. sg. abs. nom.	ʿAṯtar/Ashtar	
159510	ˤrẓ	ʿrẓ	ˤrẓ/	ʕrẓ	adj. m. sg. abs. nom.	the Terrible	
# KTU 1.6 I:56							
159511	apnk	apnk  	apnk	ảpnk	adv. functor of illation	then	
159512	ˤṯtr	ʿṯtr  	ˤṯtr/	ʕṯtr	DN m. sg. abs. nom.	ʿAṯtar/Ashtar	
159513	ˤrẓ	ʿrẓ	ˤrẓ/	ʕrẓ	adj. m. sg. abs. nom.	the Terrible	
# KTU 1.6 I:57							
159514	yˤl	yʿl  	!y!ˤl(y[	/ʕ-l-y/	vb G prefc. 3 m. sg.	to go up	
159515	b	b 	b	b	prep.	in, onto	
159516	ṣrrt	ṣrrt  	ṣrr(t/t	ṣrrt	n. f. sg. cstr. gen.	height(s)	
159517	ṣpn	ṣpn	ṣpn/	ṣpn	TN/DN gen.	Ṣapānu/Zaphon	
# KTU 1.6 I:58							
159518	yṯb	yṯb  	!y!(yṯb[	/y-ṯ-b/	vb G prefc. 3 m. sg.	to sit down	
159519	l	l 	l(I)	l (I)	prep.	on	
159520	kḥṯ	kḥṯ  	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
159521	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
# KTU 1.6 I:59							
159522	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
159523	pˤnh	pʿnh  	pˤn/+h	pʕn	n. f. du. cstr. nom. + 3 m. sg. suff.	foot	'his feet do not reach the footstool' (Athtar).
159524	l	l 	l(II)	l (II)	adv.	not	DULAT cites l (II) here.
159525	tmġyn	tmġyn	!t!mġy[n	/m-ġ-y/	vb G prefc. 3 f. du.	to reach, arrive	
# KTU 1.6 I:60							
159526	hdm	hdm   	hdm/	hdm	n. m. sg. abs. acc.	footstool	
159527	rišh	rišh  	riš(I)/+h	rỉš (I)	n. m. sg. cstr. nom. + 3 m. sg. suff.	head	
159528	l	l 	l(II)	l (II)	adv.	not	
159529	ymġy	ymġy 	!y!mġy[	/m-ġ-y/	vb G prefc. 3 m. sg.	to reach, arrive	
# KTU 1.6 I:61							
159530	apsh	apsh  	aps/+h	ảps	n. m. sg. cstr. acc. + 3 m. sg. suff.	extremity, edge	'its (the throne's) edge'.
159531	w	w 	w	w	conj.	and	
159532	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer, speak up	
159533	ˤṯtr	ʿṯtr  	ˤṯtr/	ʕṯtr	DN m. sg. abs. nom.	ʿAṯtar/Ashtar	
159534	ˤrẓ	ʿrẓ	ˤrẓ/	ʕrẓ	adj. m. sg. abs. nom.	the Terrible	
# KTU 1.6 I:62							
159535	l	l 	l(II)	l (II)	adv.	not	DULAT cites l (II): l amlk b ṣrrt ṣpn.
159536	amlk	amlk  	!(ʔ&a!mlk[	/m-l-k/	vb G prefc. 1 c. sg.	to reign	'I cannot reign on the summit of Ṣapānu'.
159537	b	b 	b	b	prep.	in, on	
159538	ṣrrt	ṣrrt  	ṣrr(t/t	ṣrrt	n. f. sg. cstr. gen.	height(s)	
159539	ṣpn	ṣpn 	ṣpn/	ṣpn	TN/DN gen.	Ṣapānu/Zaphon	
# KTU 1.6 I:63							
159540	yrd	yrd 	!y!(yrd[	/y-r-d/	vb G prefc. 3 m. sg.	to go down	
159541	ˤṯtr	ʿṯtr  	ˤṯtr/	ʕṯtr	DN m. sg. abs. nom.	ʿAṯtar/Ashtar	
159542	ˤrẓ	ʿrẓ  	ˤrẓ/	ʕrẓ	adj. m. sg. abs. nom.	the Terrible	
159543	yrd	yrd 	!y!(yrd[	/y-r-d/	vb G prefc. 3 m. sg.	to go down	
# KTU 1.6 I:64							
159544	l	l 	l(I)	l (I)	prep.	from	
159545	kḥṯ	kḥṯ  	kḥṯ/	kḥṯ	n. m. sg. cstr. gen.	throne	
159546	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. gen.	The Very / Most Powerful	
159547	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
# KTU 1.6 I:65							
159548	w	w 	w	w	conj.	and	
159549	ymlk	ymlk  	!y!mlk[	/m-l-k/	vb G prefc. 3 m. sg.	to reign	
159550	b	b 	b	b	prep.	in, over	
159551	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. cstr. gen.	earth	ymlk b arṣ il klh 'he reigns over the earth of El, all of it'.
159552	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/El	Or superlative 'vast (earth)'.
159553	klh	klh	kl/+h	kl	n. m. sg. cstr. gen. + 3 m. sg. suff.	totality	'all of it'.
# KTU 1.6 I:66							
159554	xxx	[xxx  ]  	?	?	?	?	
159555	tšabn	tšabn  	!t!š(ʔ&ab[n	/š-ʔ-b/	vb G prefc. 3 f. pl.	to draw water	DULAT: (y/t)šảbn b rḥbt.
159556	b	b 	b	b	prep.	in, from	
159557	rḥbt	rḥbt 	rḥb(t/t	rḥbt	n. f. sg. abs. gen.	amphora, jar	Here the noun rḥbt (contrast 1.5 III:2 rḥb (I) adj.).
# KTU 1.6 I:67							
159558	xxxxx	[xxxxx  ]  	?	?	?	?	
159559	tšabn	[t]šabn    	!t!š(ʔ&ab[n	/š-ʔ-b/	vb G prefc. 3 f. pl.	to draw water	
159560	b	b 	b	b	prep.	in, from	
159561	kknt	kknt	kkn(t/t	kknt	n. f. sg. abs. gen.	pot, jar, pitcher	
# KTU 1.6 II:1							
159562	lxxxxxxxxxx	l[xxxxxxxxxx]	?	?	?	?	DULAT: NOT FOUND
# KTU 1.6 II:2							
159563	w	w 	w	w	conj.	and	
159564	ḥxxxxxxxxx	ḥ[xxxxxxxxx]	?	?	?	?	DULAT: NOT FOUND
# KTU 1.6 II:3							
159565	kd	kd  	kd(II)	kd (II)	conj.	as, since	DULAT cites kd (II) here (broken context); kd (I) 'jar' not excluded.
159566	tṯbr	t[ṯbr  ]  	!t!ṯbr[	/ṯ-b-r/	vb G prefc. 3 f. sg.	to break	Ksenia reads N (!t!](n]ṯbr[).
159567	xxxxx	[xxxxx]	?	?	?	?	
# KTU 1.6 II:4							
159568	kd	kd  	kd(II)	kd (II)	conj.	as, since	
159569	tql	tql[  ]  	!t!ql[	/q-l/	vb G prefc. 3 f. sg.	to fall (down)	DULAT cites /q-l/: kd tql[.
159570	xxx	[xxx  ]  	?	?	?	?	
159571	ym	[ym  ]  	ym(I)/	ym (I)	n. m. sg. abs. nom.	day	Formula: ym ymm yˤtqn 'a day, two days pass'.
159572	ymm	[ymm]	ym(I)/m	ym (I)	n. m. du. abs. nom.	day	
# KTU 1.6 II:5							
159573	yˤtqn	yʿtqn  	!y!ˤtq[~n	/ʕ-t-q/	vb G prefc. 3 m. du.	to pass	
159574	w	w 	w	w	conj.	and	
159575	rḥm	r[ḥm  ]  	rḥm/	rḥm	n. f. sg. abs. nom.	damsel, girl	rḥm ˤnt 'the Maiden Anat' (DULAT rḥm: 'womb; nubile girl').
159576	ˤnt	[ʿnt]	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
# KTU 1.6 II:6							
159577	tngṯh	tngṯh  	!t!ngṯ[+h:d	/n-g-ṯ/	vb D prefc. 3 f. sg. + 3 m. sg. suff.	to make one's way to	'she approaches him'.
159578	k	k 	k(I)	k (I)	prep.	like	
159579	lb	lb  	lb/	lb	n. m. sg. cstr. nom.	heart	
159580	arḫ	ar[ḫ]	arḫ/	ảrḫ	n. f. sg. abs. gen.	cow	'like the heart of a cow for her calf'.
# KTU 1.6 II:7							
159581	l	l 	l(I)	l (I)	prep.	to	Split | Migrated from legacy reviewed tokenization.
159582	xˤglh	[[x]]ʿglh    	ˤgl(I)/+h=	ʕgl (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	calf	Split | Migrated from legacy reviewed tokenization.
159583	k	k 	k(I)	k (I)	prep.	like	
159584	lb	lb  	lb/	lb	n. m. sg. cstr. nom.	heart	
159585	ṯat	ṯa[t]	ṯa(t/t	ṯảt	n. f. sg. abs. gen.	ewe	
# KTU 1.6 II:8							
159586	l	l 	l(I)	l (I)	prep.	to	
159587	imrh	imrh  	imr(I)/+h=	ỉmr (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	lamb	k lb ṯat l imrh 'like a ewe's heart for her lamb'.
159588	km	km  	km	km	prep.	like	
159589	lb	lb  	lb/	lb	n. m. sg. cstr. nom.	heart	
159590	ˤnt	ʿn[t]	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
# KTU 1.6 II:9							
159591	aṯr	aṯr  	aṯr(I)	ảṯr (I)	prep.	after	km lb ˤnt aṯr bˤl 'so is the heart of Anat after Baal' (DULAT).
159592	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
159593	tiḫd	tiḫd  	!t!(ʔ&iḫd[	/ʔ-ḫ-d(/ḏ)/	vb G prefc. 3 f. sg.	to seize, grasp	'she seizes Mot by the hem of the garment'.
159594	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. acc.	Môt	
# KTU 1.6 II:10							
159595	b	b 	b	b	prep.	by	
159596	sin	sin  	sin/	sỉn	n. m. sg. cstr. gen.	edge, hem	
159597	lpš	lpš  	lpš/	lpš	n. m. sg. abs. gen.	cloak, garment	
159598	tšṣqnh	tšṣqn[h]	!t!]š]ṣq[~n+h	/ṣ-q/	vb Š prefc. 3 f. sg. + 3 m. sg. suff.	to grip	DULAT s.v. /ṣ-q/ Š.
# KTU 1.6 II:11							
159599	b	b 	b	b	prep.	by	
159600	qṣ	qṣ  	qṣ/	qṣ	n. m. sg. cstr. gen.	end (of)	
159601	all	all  	all(I)/	ảll (I)	n. m. sg. abs. gen.	cape, cloak	
159602	tšu	tšu  	!t!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 f. sg.	to raise	
159603	gh	gh  	g/+h=	g	n. m. sg. cstr. acc. + 3 f. sg. suff.	(loud) voice	'she raises her voice' (Anat).
159604	w	w 	w	w	conj.	and	
159605	tṣ	t[ṣ]	!t!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 f. sg.	to exclaim	MERGE WITH THE NEXT: tṣ+ḥ = tṣḥ, split across lines II:11/12.
# KTU 1.6 II:12							
159606	ḥ	ḥ  	!t!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 f. sg.	to exclaim	MERGE WITH THE PREVIOUS.
159607	at	at  	at(I)	ảt (I)	pers. pn. 2 m. sg.	you	
159608	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	'You, O Mot, give up my brother!'.
159609	tn	tn  	!!(ytn[	/y-t-n/	vb G impv. m. sg.	to give	
159610	aḫy	aḫy 	aḫ(I)/+y	ảḫ (I)	n. m. sg. cstr. acc. + 1 c. sg. suff.	brother (by blood)	'my brother' (Anat to Mot).
# KTU 1.6 II:13							
159611	w	w 	w	w	conj.	and	
159612	ˤn	ʿn  	ˤn(y(I)[	/ʕ-n-y/ (I)	vb G suffc. 3 m. sg.	to answer	
159613	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. nom.	son	
159614	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	bn ilm mt 'the son of El/the gods, Môt'; or il + encl. -m.
159614	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
159615	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. nom.	Môt	
159616	mh	mh	mh	m(h)	pers. pn. interr.	what?	DULAT: mh tảršn 'what do you desire?'.
# KTU 1.6 II:14							
159617	taršn	taršn  	!t==!(ʔ&arš[~n	/ʔ-r-š/	vb G prefc. 2 f. sg.	to request, desire	Mot to Anat: 'What do you desire, O Virgin Anat?'.
159617	taršn	taršn  	!t==!(ʔ&arš[~n:d	/ʔ-r-š/	vb D prefc. 2 f. sg.	to request, desire	EUPT: D-stem (unwritten gemination; both viable).
159618	l	l 	l(IV)	l (IV)	interj.	oh!	DULAT cites l (IV) here.
159619	btlt	btlt  	btl(t/t	btlt	n. f. sg. abs. nom.	virgin	
159620	ˤnt	ʿnt	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
# KTU 1.6 II:15							
159621	an	an  	an(I)	ản (I)	pers. pn. 1 c. sg.	I	DULAT cites ản (I): ản ỉtlk w ảṣd.
159622	itlk	itlk  	!(ʔ&i!(h]t]lk[	/h-l-k/	vb Gt prefc. 1 c. sg.	to go, roam	Gt with elided h; cf. ttlk 1.5 VI:26.
159623	w	w 	w	w	conj.	and	
159624	aṣd	aṣd  	!(ʔ&a!ṣd[	/ṣ-d/	vb G prefc. 1 c. sg.	to hunt, rove	
159625	kl	kl	kl/	kl	n. m. sg. cstr. acc.	totality (of), every	
# KTU 1.6 II:16							
159626	ġr	ġr  	ġr(I)/	ġr (I)	n. m. sg. abs. gen.	mountain	= 1.5 VI:26-28 (Anat's search).
159627	l	l 	l(I)	l (I)	prep.	to	
159628	kbd	kbd  	kbd(I)/	kbd (I)	n. m. sg. cstr. gen.	interior, heart	l kbd 'into the midst of'.
159629	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
159630	kl	kl  	kl/	kl	n. m. sg. cstr. acc.	totality (of), every	
159631	gbˤ	gbʿ	gbˤ/	gbʕ	n. m. sg. abs. gen.	hill, height, peak	
# KTU 1.6 II:17							
159632	l	l 	l(I)	l (I)	prep.	to	
159633	kbd	kbd  	kbd(I)/	kbd (I)	n. m. sg. cstr. gen.	interior, heart	
159634	šdm	šdm  	šd(I)/m	šd (I)	n. m. pl. abs. gen.	open field	
159635	npš	npš  	npš(I)/	npš (I)	n. f. sg. abs. nom.	throat, appetite	npš ḫsrt bn nšm 'the appetite of humans was lacking' (DULAT).
159636	ḫsrt	ḫsrt	ḫsr[t===	/ḫ-s-r/	vb G suffc. 3 f. sg.	to fail, lack	
# KTU 1.6 II:18							
159637	bn	bn  	bn(I)/	bn (I)	n. m. pl. cstr. gen.	son	bn nšm 'sons of men' = humans.
159638	nšm	nšm  	nš(m/m	nšm	n. m. pl. tant. abs. gen.	people, men	
159639	npš	npš  	npš(I)/	npš (I)	n. f. sg. cstr. nom.	throat, appetite	
159640	hmlt	hmlt 	hml(t/t=	hmlt	n. f. pl. tant. cstr. gen.	multitude	
# KTU 1.6 II:19							
159641	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. abs. gen.	earth	
159642	mġt	mġt  	mġ(y[t	/m-ġ-y/	vb G suffc. 1 c. sg.	to come, arrive	'I came to the pleasant land…' (Mot); = 1.5 VI:5-7 formula in 1 sg.
159643	l	l 	l(I)	l (I)	prep.	to	
159644	nˤmy	nʿmy  	nˤmy(I)/	nʕmy (I)	n. f. sg. cstr. gen.	delight, goodness, beauty	
159645	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. cstr. gen.	earth, land	
# KTU 1.6 II:20							
159646	dbr	dbr  	dbr(II)/	dbr (II)	n. m. sg. abs. gen.	plague, pestilence	DULAT dbr (II) (par. šḥlmmt); UNP 'outback', TCS 'pasture land'.
159647	ysmt	ysmt  	ysm(t/t	ysmt	n. f. sg. cstr. gen.	handsomeness, beauty	
159648	šd	šd  	šd(I)/	šd (I)	n. m. sg. cstr. gen.	open field	
159649	šḥlmmt	šḥlmmt	šḥlmmt/	šḥlmmt	TN gen.	Mortality-Shore	
# KTU 1.6 II:21							
159650	ngš	ngš  	!!ngš[/	/n-g-š/	vb G inf. abs.	to approach, meet	ngš ank 'I myself approached' (inf. + pron.; DULAT cites /n-g-š/ here).
159650	ngš	ngš  	ngš[	/n-g-š/	vb G suffc. 3 m. sg.	to approach, meet	
159651	ank	ank  	ank	ảnk	pers. pn. 1 c. sg.	I	
159652	aliyn	aliyn 	aliyn/	ảlỉyn	adj. m. sg. abs. acc.	The Very / Most Powerful	
159653	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. acc.	Baʿlu/Baal	
# KTU 1.6 II:22							
159654	ˤdbnn	ʿdbnn 	!!ˤdb[/+nn	/ʕ-d-b/	vb G inf. abs. + 3 m. sg. suff.	to put, place	ˤdbnn ank '(it is) I (who) made him (like a lamb in my mouth)'.
159654	ˤdbnn	ʿdbnn 	ˤdb[+nn	/ʕ-d-b/	vb G suffc. 3 m. sg. + 3 m. sg. suff.	to put, place	
159655	ank	ank  	ank	ảnk	pers. pn. 1 c. sg.	I	
159656	imr	imr  	imr(I)/	ỉmr (I)	n. m. sg. abs. acc.	lamb	DULAT quotes k imr 'like a lamb'; k not on the tablet (CUC).
159657	b	b 	b	b	prep.	in	
159658	py	py	p(III)/+y	p (III)	n. m. sg. cstr. gen. + 1 c. sg. suff.	mouth	'in my mouth'.
# KTU 1.6 II:23							
159659	k	k 	k(I)	k (I)	prep.	like	
159660	lli	lli  	ll(u/&i	llủ	n. m. sg. abs. gen.	suckling (lamb or kid)	
159661	b	b 	b	b	prep.	in	
159662	ṯbrn	ṯbrn 	ṯbrn(I)/	ṯbrn (I)	n. m. sg. cstr. gen.	opening	b ṯbrn qny 'in the opening of my gullet'.
159663	qny	q<n>y    	qn/+y	qn	n. m. sg. cstr. gen. + 1 c. sg. suff.	cane	b ṯbrn qny 'in the opening of my gullet' (qn 'windpipe').
159664	nḫtu	<n>ḫtu  	]n]ḫt(ʔ[&u	/ḫ-t-ʔ/	vb N suffc. 3 m. sg.	to be crushed, annihilated	'he was crushed' (DULAT /ḫ-t-ʔ/).
159665	hw	hw	hw	hw	pers. pn. 3 m. sg.	he	
# KTU 1.6 II:24							
159666	nrt	nrt  	nr(t(I)/t	nrt (I)	n. f. sg. cstr. nom.	lamp	
159667	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	nrt ilm špš 'the Lamp of the gods, Šapšu'.
159668	špš	špš  	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh	
159669	ṣḥrrt	ṣḥrrt	ṣḥrr[t===	/ṣ-ḥ-r-r/	vb G suffc. 3 f. sg.	to glow, burn	'Šapšu glows (with) the power of the heavens'.
# KTU 1.6 II:25							
159670	la	la  	la/	lả	n. m. sg. cstr. acc.	power, strength, vigour	
159671	šmm	šmm  	šm(m(I)/m	šmm (I)	n. m. pl./du. tant. abs. gen.	heavens	
159672	b	b 	b	b	prep.	in	
159673	yd	yd  	yd(I)/	yd (I)	n. f. sg. cstr. gen.	hand	'in the hand of divine Mot'.
159673	yd	yd  	yd(I)/	yd (I)	n. f. du. cstr. gen.	hand	EUPT: du. (natural pair).
159674	bn	bn 	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	
159675	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	Or il + encl. -m: 'son of El'.
159676	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. gen.	Môt	
# KTU 1.6 II:26							
159677	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. nom.	day	Formula: 'a day, two days pass'.
159678	ymm	ymm  	ym(I)/m	ym (I)	n. m. du. abs. nom.	day	
159679	yˤtqn	yʿtqn  	!y!ˤtq[~n	/ʕ-t-q/	vb G prefc. 3 m. du.	to pass	
159680	l	l 	l(III)	l (III)	functor	certainly	DULAT cites l (III) here; or l (I) '(days turn) into days/months'.
159681	ymm	ymm	ym(I)/m	ym (I)	n. m. pl. abs. gen.	day	
# KTU 1.6 II:27							
159682	l	l 	l(III)	l (III)	functor	certainly	Or l (I) 'into months'.
159683	yrḫm	yrḫm  	yrḫ/m	yrḫ	n. m. pl. abs. gen.	month	Not a pronominal suffix: pl. -m.
159684	rḥm	rḥm  	rḥm/	rḥm	n. f. sg. abs. nom.	damsel, girl	rḥm ˤnt 'the Maiden Anat'.
159685	ˤnt	ʿnt  	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. nom.	ʿAnatu/Anat	
159686	tngṯh	tngṯh	!t!ngṯ[+h:d	/n-g-ṯ/	vb D prefc. 3 f. sg. + 3 m. sg. suff.	to make one's way to	
# KTU 1.6 II:28							
159687	k	k 	k(I)	k (I)	prep.	like	
159688	lb	lb  	lb/	lb	n. m. sg. cstr. nom.	heart	
159689	arḫ	arḫ  	arḫ/	ảrḫ	n. f. sg. abs. gen.	cow	
159690	l	l 	l(I)	l (I)	prep.	to, for	
159691	ˤglh	ʿglh  	ˤgl(I)/+h=	ʕgl (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	calf	'for her calf'.
159692	k	k 	k(I)	k (I)	prep.	like	
159693	lb	lb	lb/	lb	n. m. sg. cstr. nom.	heart	
# KTU 1.6 II:29							
159694	ṯat	ṯat  	ṯa(t/t	ṯảt	n. f. sg. abs. gen.	ewe	
159695	l	l 	l(I)	l (I)	prep.	to, for	
159696	imrh	imrh  	imr(I)/+h=	ỉmr (I)	n. m. sg. cstr. gen. + 3 f. sg. suff.	lamb	
159697	km	km  	km	km	prep.	like	
159698	lb	lb	lb/	lb	n. m. sg. cstr. nom.	heart	
# KTU 1.6 II:30							
159699	ˤnt	ʿnt  	ˤn(t(I)/t	ʕnt (I)	DN f. sg. abs. gen.	ʿAnatu/Anat	
159700	aṯr	aṯr  	aṯr(I)	ảṯr (I)	prep.	after	
159701	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
159702	tiḫd	tiḫd	!t!(ʔ&iḫd[	/ʔ-ḫ-d(/ḏ)/	vb G prefc. 3 f. sg.	to seize, grasp	
# KTU 1.6 II:31							
159703	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. acc.	son	
159704	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	Or il + encl. -m.
159704	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
159705	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. acc.	Môt	
159706	b	b 	b	b	prep.	with	
159707	ḥrb	ḥrb	ḥrb/	ḥrb	n. f. sg. abs. gen.	knife, sword	'with a sword she splits him' (DULAT).; EUPT genders m.
# KTU 1.6 II:32							
159708	tbqˤnn	tbqʿnn  	!t!bqˤ[+nn	/b-q-ʕ/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to split, cleave	
159709	b	b 	b	b	prep.	with	
159710	ḫṯr	ḫṯr  	ḫṯr/	ḫṯr	n. m. sg. abs. gen.	sieve	
159711	tdry	tdry	!t!dry[+nn	/d-r-y/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to winnow	MERGE WITH THE NEXT: tdry+nn = tdrynn, split across lines II:32/33.
# KTU 1.6 II:33							
159712	nn	nn  	!t!dry[+nn	/d-r-y/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to winnow	MERGE WITH THE PREVIOUS.
159713	b	b 	b	b	prep.	in	
159714	išt	išt  	iš(t/t	ỉšt	n. f. sg. abs. gen.	fire	
159715	tšrpnn	tšrpnn	!t!šrp[+nn	/š-r-p/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to burn	
# KTU 1.6 II:34							
159716	b	b 	b	b	prep.	with	
159717	rḥm	rḥm  	rḥ(III)/m	rḥ (III)	n. m. du. abs. gen.	millstone	'with two millstones she grinds him'.
159718	tṭḥnn	tṭḥnn  	!t!ṭḥn[+n	/ṭ-ḥ-n/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to grind	Suffix -n (-n (IV) 'him').
159719	b	b 	b	b	prep.	in	
159720	šd	šd	šd(I)/	šd (I)	n. m. sg. abs. gen.	open field	
# KTU 1.6 II:35							
159721	tdrˤnn	tdrʿnn  	!t!drˤ[+nn	/d-r-ʕ/	vb G prefc. 3 f. sg. + 3 m. sg. suff.	to sow, scatter	DULAT: b šd tdrʕ{.}nn.
159722	širh	širh  	šir(I)/+h	šỉr (I)	n. m. sg. cstr. acc. + 3 m. sg. suff.	flesh	'his flesh the birds eat' (Mot).
159723	l	l 	l(III)	l (III)	functor	certainly	DULAT cites l (III) here.
159724	tikl	tikl	!t!(ʔ&ikl[	/ʔ-k-l/	vb G prefc. 3 f. sg.	to eat, devour	Collective subject ˤṣrm.
# KTU 1.6 II:36							
159725	ˤṣrm	ʿṣrm  	ˤṣr(I)/m	ʕṣr (I)	n. f. pl. abs. nom.	bird	EUPT genders m.
159726	mnth	mnth  	mn(t(I)/t+h	mnt (I)	n. f. sg. cstr. acc. + 3 m. sg. suff.	portion, ration	'his portions the fliers consume'.
159727	l	l 	l(III)	l (III)	functor	certainly	
159728	tklyy	tkly[[y]]	!t!kly[&y:d	/k-l-y/	vb D prefc. 3 f. sg.	to finish (off), consume	Final y superfluous (dittography?); Ksenia reads suffix +y.
# KTU 1.6 II:37							
159729	nprm	npr[m]    	npr(I)/m	npr (I)	n. m. pl. abs. nom.	flyer, bird	
159730	šir	šir  	šir(I)/	šỉr (I)	n. m. sg. abs. nom.	flesh	šir l šir yṣḥ 'flesh cries out to flesh' (DULAT).
159731	l	l 	l(I)	l (I)	prep.	to	
159732	šir	šir  	šir(I)/	šỉr (I)	n. m. sg. abs. gen.	flesh	
159733	yṣḥ	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim, cry out	
# KTU 1.6 III:1							
159734	k	k 	k(III)	k (III)	subordinating / completive functor	that	'(in a dream let me see) that the Prince has perished/lives' — El's dream test.
159735	ḫlq	ḫlq  	ḫlq[	/ḫ-l-q/	vb G suffc. 3 m. sg.	to perish	
159736	zbl	zb[l  ]  	zbl(I)/	zbl (I)	n. m. sg. cstr. nom.	prince	
