# KTU 1.5 I:1
140088	dm	dm 	d/+m	d, -m (I)	det. or rel. functor, morph.	the one(s) of,	
140089	mt	mt 	mt(I)/	mt (I)	n. m.	dead person	
140090	aṣḥ	aṣḥ             	!(ʔ&a!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
# KTU 1.5 III:19
140091	ydd	ydd 	!y!(ndd[	/n-d-d/	vb	to go	
140092	b	b	b	b	prep.	in	
140093	qrb	qrb 	qrb/	qrb	n. m.	inside	
140094		          					
# KTU 1.5 III:20
140095	w	w	w	w	conj.	and	
140096	lk	lk 	(hlk[	/h-l-k/	vb	to go  go away	
140097	ilm	ilm 	il(I)/m	ỉl (I)	n. m.	god	
140098		                					
# KTU 1.5 III:21
140099	w	w	w	w	conj.	and	
140100	rgm	rgm 	rgm/	rgm	n. m.	word  expression  saying	
140101	l	l	l(I)	l (I)	prep.	to	
140102	bn	bn              	bn(I)/	bn (I)	n. m.	son	
# KTU 1.5 III:22
140103	b	b	b	b	prep.	in	
140104	mud	mud 	mud/	mỉ/ủd	n. m.	abundance	
140105	ṣin	ṣin                	ṣin(I)/	ṣỉn (I)	n. f.	ewe	
# KTU 1.5 III:23
140106	mud	mud 	mud/	mỉ/ủd	n. m.	abundance	
140107	ṣin	ṣin	ṣin(I)/	ṣỉn (I)	n. f.	ewe	
140108	w	w               	w	w	conj.	and	
# KTU 1.5 III:24
140109	iṯm	iṯm 	iṯm(I)/	ỉṯm (I)	n. m.	firm-fleshed cattle	
140110	muid	muid                 	mu&id/	mỉ/ủd	n. m.	abundance	
# KTU 1.5 III:25
140111	dm	dm 	d/+m	d, -m (I)	det. or rel. functor, morph.	the one(s) of,	
140112	mt	mt 	mt(I)/	mt (I)	n. m.	dead person	
140113	aṣḥ	aṣḥ             	!(ʔ&a!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
# KTU 1.5 III:26
140114	ydd	ydd 	!y!(ndd[	/n-d-d/	vb	to go	
140115	b	b	b	b	prep.	in	
140116	qrb	qrb                	qrb/	qrb	n. m.	inside	
# KTU 1.5 III:27
140117	ṯmm	ṯmm 	ṯmm[	/ṯ-m-m/	vb	to be appalled	
140118	w	w	w	w	conj.	and	
140119	lk	lk 	(hlk[	/h-l-k/	vb	to go  go away	
140120		              					
# KTU 1.5 III:28
140121	xxxṯ	xxxṯ 	?	?	?	?	
140122	lk	lk                 	(hlk[	/h-l-k/	vb	to go  go away	
# KTU 1.5 III:29
140123	xxxkṯ	xxxkṯ 	kṯ(I)/;kṯ(II)/	kṯ (I);kṯ (II)	n. f.;PN	flask, bottle, jar;PN	UDB concordance pattern —kṯ -> arkṯ, kṯ; arkṯ has no exact DULAT form hit.
140124	il	il                	il(I)/	ỉl (I)	n. m.	god	
# KTU 1.5 III:30
140125	km	     km                     	k(I)+m	k (I), -m (I)	prep., morph.	like,	
# KTU 1.5 IV:1
140126	xxy	xxy	?	?	?	?	
140127	xxxxx	xxxxx        	?	?	?	?	
# KTU 1.5 IV:2
140128	ˤ	ʿ 	ˤ/	ṣpn	TN	Ṣapānu	
140129	šdk	šdk                    	šd(I)/+k	šd (I), -k (I)	n. m.,pers. pn.	open field, your(s)	
# KTU 1.5 IV:3
140130	w	w	w	w	conj.	and	
140131	lṭlb	l ṭlb 	lṭlb				
140132		                  					
# KTU 1.5 IV:4
140133	mit	mit 	mit/	mỉt	n. f.	a hundred	
140134	rḥm	rḥm               	rḥ(III)/m	rḥ (III)	n. m.	millstone	
# KTU 1.5 IV:5
140135	tṭlb	tṭlb 	tṭlb				
140136	arṣ	arṣ                 	arṣ/	ảrṣ	n. f.	earth	
# KTU 1.5 IV:6
140137	yšu	yšu 	!y!(nš(ʔ&u[	/n-š-ʔ/	vb	to raise	
140138	gh	gh 	g/+h	g, -h (I)	n. m.,pers. pn.	(loud) voice, his /her	
140139	w	w	w	w	conj.	and	
140140	yṣḥ	yṣḥ     	!y!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
# KTU 1.5 IV:7
140141	i	i 	i(I)/	ỉ (I)	interj.	woe	
140142	ap	ap 	ap(II)/	ảp (II)	n. m.	nose	
140143	bˤl	bʿl               	bˤl(II)/	bʕl (II)	DN	Baʿlu	
# KTU 1.5 IV:8
140144	i	i	i(I)/	ỉ (I)	interj.	woe	
140145	hd	hd 	hd/	hd(d)	DN	Champion	
140146	d	d                     	d	d	det. or rel. functor	the one(s) of	
# KTU 1.5 IV:9
140147	ynpˤ	ynpʿ 	!y!(y&npˤ[:pass	/y-p-ʕ/	vb	to go up	(N-stem only in DULAT); Del Olmo IV:8 “Apareció Baʿlu”; Wyatt p122-p123 marks the entrance with “seven assistants / eight boars”.
140148	bˤl	bʿl                	bˤl(II)/	bʕl (II)	DN	Baʿlu	
# KTU 1.5 IV:10
140149	b	b	b	b	prep.	in	
140150	ṯmnt	ṯmnt 	ṯmn(I)/t	ṯmn (I)			Del Olmo IV:8-9 parallels “siete servidores / ocho asistentes”; Wyatt p123 n37 retains “eight boars/officers” alternative.
140151	a	a               	a				DULAT: NOT FOUND; broken context after bṯmnt, UNP note 167 proposes [hnzrm] “attendants”
# KTU 1.5 IV:11
140152	yqrb	yqrb 	!y!qrb[	/q-r-b/	vb	to approach	
140153	x	x                  	?	?	?	?	
# KTU 1.5 IV:12
140154	lḥm	lḥm 	lḥ(I)/m	lḥ (I)	n. f.	cheek	
140155	mṣdy	mṣdy            	mṣd(I)/+y	mṣd (I), -y (I)	n. m.,prep.	(feast / banquet of) game, my	Wyatt p123-124 renders banquet sequence with explicit eating/drinking progression.
# KTU 1.5 IV:13
140156	ˤd	ʿd 	ˤd(II)/	ʕd (II)	n. m.	time	
140157	lḥm	lḥm 	lḥ(I)/m	lḥ (I)	n. f.	cheek	
140158	šty	šty 	šty[	/š-t-y/	vb	to drink	
140159	ilm	ilm	il(I)/m	ỉl (I)	n. m.	god	
# KTU 1.5 IV:14
140160	w	w	w	w	conj.	and	
140161	pq	pq 	pq[	/p-q/	vb	to obtain	Del Olmo IV:13 “se proporcionaban...”
140162	mrġṯm	mrġṯm 	mrġṯ/m	mrġṯ	n. m.	suckling	Del Olmo IV:13 links to “reses lechales / filetes de cebón”; Wyatt p123-124 likewise has “served with suckling animals”.
140163	ṯd	ṯd	ṯd/	ṯd	n. m.	breast	
# KTU 1.5 IV:15
140164	b	b	b	b	prep.	in	
140165	ḥrb	ḥrb 	ḥrb/	ḥrb	n. f.	knife	
140166	mlḥt	 mlḥt 	mlḥt/	mlḥt	n. f.	salt	
140167	qṣ	qṣ 	qṣ/	qṣ	n. m.	end	
140168	mri	mri	mr(u&i(I)/	mrủ (I)	adj. m. or n. m.	fattened	
# KTU 1.5 IV:16
140169	šty	šty 	šty[	/š-t-y/	vb	to drink	
140170	krpnm	krpnm 	krpn/+m	krpn, -m (I)	n. m.,morph.	cup,	
140171	yn	yn	yn/	yn	n. m.	wine	
# KTU 1.5 IV:17
140172	b	b	b	b	prep.	in	
140173	ks	ks 	ks(I)/	ks (I)	n. m.	cup	
140174	ḫrṣ	ḫrṣ 	ḫrṣ/	ḫrṣ	n. m.	gold	
140175	dm	dm 	d/+m	d, -m (I)	det. or rel. functor, morph.	the one(s) of,	
140176	ˤṣm	ʿṣm	ˤṣ/m	ʕṣ	n. m.	tree  plant	
# KTU 1.5 IV:18
140177	ks	ks 	ks(I)/	ks (I)	n. m.	cup	
140178	ksp	ksp 	ksp/	ksp	n. m.	silver	
140179	ymlun	ymlun	!y!ml(ʔ&u&n[	/m-l-ʔ/	vb	to be full	Del Olmo IV:17 “Copas de plata [llenaron]”, with final -n unresolved; Wyatt p124 supports cup-filling sequence.
# KTU 1.5 IV:19
140180	krpn	krpn 	krpn/	krpn	n. m.	cup	
140181		                   					
# KTU 1.5 IV:20
140182	w	w	w	w	conj.	and	
140183	tṯtnyn	tṯtnyn                	tṯtnyn				
# KTU 1.5 IV:21
140184	tˤl	tʿl 	!t!ˤl(y[	/ʕ-l-y/	vb	to go up	
140185	trṯ	trṯ                   	trṯ/	trṯ	n. m.	new wine	
# KTU 1.5 IV:22
140186	bt	bt 	bt(I)/	bt (I)	n. f.	daughter	
140187	il	il 	il(I)/	ỉl (I)	n. m.	god	
140188	li	li                	li(I)[				
# KTU 1.5 IV:23
140189	ˤl	ʿl 	ˤl(III)/	ʕl (III)	n. m.	offspring	
140190	ḥbš	ḥbš 	ḥbš(I)/	ḥbš (I)	n. m.	cinch	
140191	x	x              	?	?	?	?	
# KTU 1.5 IV:24
140192	mn	mn 	mn(III)/	mn (III)	n. m.	mina	
140193	lik	lik 	l(ʔ&ik[	/l-ʔ-k/	vb	to send	
140194	l	l              	l(II)	l (II)	adv.	no	
# KTU 1.5 IV:25
140195	lik	lik 	l(ʔ&ik[	/l-ʔ-k/	vb	to send	
140196	tlšx	tlšx                 	!t!lšn[;tlš(II)/;tlšn/	/l-š-n/;tlš (II);tlšn	vb;PN;PN	to slander;PN;PN	UDB concordance pattern tlš- -> tlšn (1 hit).
# KTU 1.5 IV:26
140197	tˤddn	tʿddn                     	tˤddn				
# KTU 1.5 IV:27
140198	niṣ	niṣ 	n(ʔ&iṣ[/	/n-ʔ-ṣ/	vb	to despise	
140199	px	px                  	?	?	?	?	
# KTU 1.5 V:1
140200	xxxxxxxxxxxx	xxxxxxxxxxxx 	?	?	?	?	
140201	aliyn	aliyn	aliyn/	ảlỉyn	adj. m.	The Very or Most Powerful	
# KTU 1.5 V:2
140202	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m.	Baʿlu	
140203	xxxxxx	xxxxxx	?	?	?	?				
140204	ipd	ipd 	ipd/	ỉpd	n. m.	tunic	Very uncertain. Wyatt gives alternatives: “torch” or “tunic/cloak”.
140205	prk	prk	pr(II)/+k	pr (II), -k (I)	n. m.,pers. pn.	young bull/bullock, your(s)	Very uncertain. Wyatt: “of your bull/sovereignty”.
# KTU 1.5 V:3
140206	xxxxxxx	xxxxxxx 	?	?	?	?				
140207	ymnk	ymnk 	ymn(I)/+k	ymn (I), -k (I)	n. m.,pers. pn.	right, your(s)	
140208	ššrt	ššrt	ššr(t/t	ššrt	n. f.	chain	
# KTU 1.5 V:4
140209	xxxxxk	xxxxxk 	?	?	?	?	UDB: [-----]g/ḫt̊; could be /+k, /+k=, /+(nk (not in DULAT), /~k, or a lexeme ending in -k.
140210	npš	npš 	npš(I)/	npš (I)	n. f.	throat	Wyatt: “appetite / life”.
140211	ˤgl	ʿgl	ˤgl(I)/	ʕgl (I)	n. m.	calf	
# KTU 1.5 V:5
140212	xxx	xxx	?	?	?	?	
140213	bnk	bnk 	bn(I)/+k	bn (I), -k (I)	n. m.,pers. pn.	son, your(s)	
140214	ašt	ašt 	!(ʔ&a!št[	/š-t/	vb	to place	OR with next token: aštn (UDB R1; Del Olmo V:5 ast.n)
140215	n	n 	-n(IV)	-n (IV)	pers. pn.	(for) him	enclitic -n (3ms/3fs); some readings merge with previous as aštn
140216	b	b	b	b	prep.	in	
140217	ḫrt	ḫrt	ḫrt/	ḫrt	n. f.	cave	
# KTU 1.5 V:6
140218	ilm	ilm 	il(I)/m	ỉl (I)	n. m.	god	
140219	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140220	w	w	w	w	conj.	and	
140221	at	at 	at(I)	ảt (I)	pers. pn.	you	Del Olmo V command sequence uses direct 2ms address
140222	qḥ	qḥ	(lqḥ[	/l-q-ḥ/	vb	to get hold of  take  grasp	Del Olmo V: “tú coge/toma tus nubes...”
# KTU 1.5 V:7
140223	ˤrptk	ʿrptk 	ˤrpt/+k	ʕrpt, -k (I)	n. f.,pers. pn.	cloud(s), your(s)	
140224	rḥk	rḥk 	rḥ(I)/+k	rḥ (I), -k (I)	n. f.,pers. pn.	wind, your(s)	
140225	mdlk	mdlk	mdl(II)/+k;mdl(I)/+k	mdl (II), -k (I);mdl (I), -k (I)	n. m.,pers. pn.;n. m.,pers. pn.	lightning, your(s);measuring line, your(s)	Wyatt p125 n42 discusses rope-gear based interpretation for mdl(I).
# KTU 1.5 V:8
140226	mṭrtk	mṭrtk 	mṭrt/+k	mṭrt, -k (I)	n. f.,pers. pn.	rain, your(s)	
140227	ˤmk	ʿmk 	ˤm(I)+k	ʕm (I), -k (I)	prep., pers. pn.	to, your(s)	
140228	šbˤt	šbʿt	šbˤ(I)/t	šbʕ (I)	n. num.	seven	
# KTU 1.5 V:9
140229	ġlmk	ġlmk 	ġlm/+k	ġlm, -k (I)	n. m.,pers. pn.	boy, your(s)	
140230	ṯmn	ṯmn 	ṯmn(I)/	ṯmn (I)			
140231	ḫnzrk	ḫnzrk	ḫnzr(I)/+k	ḫnzr (I), -k (I)	n. m.,pers. pn.	ein Funktionär, your(s)	
# KTU 1.5 V:10
140232	ˤmk	ʿmk 	ˤm(I)+k	ʕm (I), -k (I)	prep., pers. pn.	to, your(s)	
140233	pdry	pdry 	pdry/	pdry	DN	fatty	
140234	bt	bt 	bt(I)/	bt (I)	n. f.	daughter	
140235	ar	ar	ar/	ảr	TN		
# KTU 1.5 V:11
140236	ˤmk	ʿmk 	ˤm(I)+k	ʕm (I), -k (I)	prep., pers. pn.	to, your(s)	
140237	tṭly	tṭly 	&tṭly/	ṭly	DN		
140238	bt	bt 	bt(I)/	bt (I)	n. f.	daughter	
140239	rb	rb 	rb(I)/	rb (I)	adj. m.	great	
140240	idk	idk	idk	ỉdk	narrative adv. functor	then	
# KTU 1.5 V:12
140241	pnk	pnk 	pn/+k	pn, -k (I)	functor, pers. pn.	lest, your(s)	
140242	al	al	al(I)	ảl (I)	neg. functor	no	
140243	ttn	ttn 	!t!(ytn[	/y-t-n/	vb	to give	
140244	tk	tk 	tk/	tk	n. m.	centre	
140245	ġr	ġr	ġr(I)/	ġr (I)	n. m.	mountain	
# KTU 1.5 V:13
140246	knkny	knkny 	knkny/	knkny	TN	Underworld	Wyatt p125 n43 discusses “tunnel/grave” and mountain-gullet interpretation.
140247	ša	ša 	(nš(ʔ&a[	/n-š-ʔ/	vb	to raise	
140248	ġr	ġr 	ġr(I)/	ġr (I)	n. m.	mountain	
140249	ˤl	ʿl	ˤl(I)	ʕl (I)	prep.	upon	
140250	ydm	ydm	yd(I)/m	yd (I)	n. f.	hand	
# KTU 1.5 V:14
140251	ḫlb	ḫlb 	ḫlb(I)/	ḫlb (I)	n. m.	massif	
140252	l	l	l(I)	l (I)	prep.	to	
140253	ẓr	ẓr 	ẓr(I)/	ẓr (I)	n. m.	back	
140254	rḥtm	rḥtm 	rḥt/m	rḥt	n. f.	palm of the hand	
140255	w	w	w	w	conj.	and	
140256	rd	rd	(yrd[	/y-r-d/	vb	to go down	
# KTU 1.5 V:15
140257	bt	bt	bt(II)/	bt (II)	n. m.	house  building	
140258	ḫpṯt	ḫpṯt 	ḫpṯt/	ḫpṯt	n. f.	?	
140259	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140260	tspr	tspr 	!t!spr[:n;!t!spr[:pass	/s-p-r/;/s-p-r/	vb;vb	to be numbered;to be numbered	Notarius [388]: N or Gpass reading ("be numbered").
140261	b	b	b	b	prep.	in	
140262	y	y	y	y	prep. functor	oh!	
# KTU 1.5 V:16
140263	rdm	rdm 	(yrd[/m	/y-r-d/, -k (I)	vb, pers. pn.	to go down, your(s)	Del Olmo V:16 aligns with “los que bajan...”
140264	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140265	w	w	w	w	conj.	and	
140266	tdˤ	tdʿ 	!t!(ydˤ(I)[	/y-d-ʕ/ (I)	vb	to know	Wyatt p125 n46 reads vocative force in “you will know, god, that you are mortal”.
140267	ilm	ilm	il(I)/m	ỉl (I)	n. m.	god	
# KTU 1.5 V:17
140268	k	k	k(III)	k (III)	Subordinating or completive functor	when	
140269	mtt	mtt 	m(t&t[t	/m-t/	vb	to die	
140270	yšmˤ	yšmʿ 	!y!šmˤ[	/š-m-ʕ/	vb	to hear  listen	
140271	aliyn	aliyn 	aliyn/	ảlỉyn	adj. m.	The Very / Most Powerful	
140272	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN	Baʿlu	
# KTU 1.5 V:18
140273	yuhb	yuhb 	!y!(ʔ&uhb[	/ʔ-h-b/	vb	to love	
140274	ˤglt	ʿglt 	ˤglt/	ʕglt	n. f.	heifer	
140275	b	b	b	b	prep.	in	
140276	dbr	dbr 	dbr(II)/	dbr (II)	n. m.	plague	
140277	prt	prt	prt(I)/	prt (I)	n. f.	heifer	
# KTU 1.5 V:19
140278	b	b	b	b	prep.	in	
140279	šd	šd 	šd(I)/	šd (I)	n. m.	open field	
140280	šḥlmmt	šḥlmmt 	šḥlmmt/	šḥlmmt	TN	Mortality-Shore	
140281	škb	škb	škb[	/š-k-b/	vb	to lie down	
# KTU 1.5 V:20
140282	ˤmnh	ʿmnh 	ˤm(I)&n+h(I)	ʕm (I), -h (I)	prep., pers. pn.	to, his /her	“with her”; extra surface n likely enclitic in this sequence
140283	šbˤ	šbʿ 	šbˤ(I)/	šbʕ (I)	n. num.	seven	
140284	l	l	l(I)	l (I)	prep.	to	
140285	šbˤm	šbʿm	šbˤ(I)/m	šbʕ (I)	n. num.	seven	
# KTU 1.5 V:21
140286	tšˤly	tšʿly 	tšˤly				
140287	ṯmn	ṯmn 	ṯmn(I)/	ṯmn (I)			
140288	l	l	l(I)	l (I)	prep.	to	
140289	ṯmnym	ṯmnym	ṯmnym/	ṯmnym	num.	eighty	
# KTU 1.5 V:22
140290	w	w	w	w	conj.	and	
140291	txxrn	txxrn 	!t!hry[~n(I)	/h-r-y/, -n (I)	vb, morph.	to conceive, enclitic	UDB concordance references API (1.5 V:22) mentions /h-r-y/ with label `w [ th ] rn w tldn mṯ`; damaged surface retained.
140292	w	w	w	w	conj.	and	
140293	tldn	tldn	tldn/	tldn	PN		
140294	mṯ	mṯ	mṯ(I)/	mṯ (I)	n. m.	infant	Wyatt p126 n49 notes debated etymologies but keeps “young male” as least contentious.
# KTU 1.5 V:23
140295	alxx	alxx 	?	?	?	?	
140296	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
140297	šlbšn	šlbšn	]š]lbš[+n	/l-b-š/, -n (I)	vb, morph.	to dress, Sun	
# KTU 1.5 V:24
140298	ipd	ipd 	ipd/	ỉpd	n. m.	tunic	
140299	xxxx	xxxx 	?	?	?	?	
140300	ulh	ulh 	ulh				
140301	mġẓ	mġẓ	mġẓ/	mġẓ	n. m.	present	
# KTU 1.5 V:25
140302	ymnh	ymnh	ymn(I)/+h	ymn (I), -h (I)	n. m.,pers. pn.	right, his /her	
140303	xxxxxt	xxxxxt 	?	?	?	?	
140304	l	l	l(I)	l (I)	prep.	to	
140305	irth	irth	irt/+h	ỉrt, -h (I)	n. f.,pers. pn.	breast, his /her	
# KTU 1.5 V:26
140306	šxxxxxxxxxx	šxxxxxxxxxx	?	?	?	?	
# KTU 1.5 VI:1
140307	tgly	tgly 	!t!gly[	/g-l-y/	vb	to present oneself	
140308	ḏd	ḏd 	ḏd(I)/	ḏd (I)	n. m.	breast	
140309	il	il 	il(I)/	ỉl (I)	n. m.	god	
140310	w	w	w	w	conj.	and	
140311	tba	tba	!t!b(ʔ&a[	/b-ʔ/	vb	to enter	
# KTU 1.5 VI:2
140312	qrš	qrš 	qrš/	qrš	n. m.	private room	
140313	mlk	mlk 	mlk(I)/	mlk (I)	?	king	
140314	ab	ab 	ab/	ảb	n. m.	father	
140315	šnm	šnm	šnm/	šnm	DN		
# KTU 1.5 VI:3
140316	tša	tša 	!t!(nš(ʔ&a[	/n-š-ʔ/	vb	to raise	
140317	ghm	ghm 	g/+hm	g, -hm	n. m.,pers. pn.	(loud) voice, their	
140318	w	w	w	w	conj.	and	
140319	tṣḥ	tṣḥ 	!t!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
140320	sbn	sbn	sb(b&n[	/s:ś-b-b/	vb	to turn round	
# KTU 1.5 VI:4
140321	y	y 	y	y	prep. functor	oh!	
140322	xxṣt	xxṣt 	?	?	?	?	
140323	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140324	xxḥ	xxḥ 	?	?	?	?	
140325	ˤdk	ʿdk	ˤd(I)+k	ʕd (I), -k (I)	?, pers. pn.	up to  until, your(s)	
# KTU 1.5 VI:5
140326	ksm	ksm 	ksm/	ksm	n. m.	part	
140327	mhyt	mhyt 	mhyt/	mhyt	n. f.	meadow	
140328	mġny	mġny	mġ(y&n&y[	/m-ġ-y/	vb	to come	
# KTU 1.5 VI:6
140329	l	l	l(I)	l (I)	prep.	to	
140330	nˤmy	nʿmy 	nˤmy(I)/	nʕmy (I)	n. f.	delight	Wyatt p126-127 n50 translates this locale as “Paradise”.
140331	arṣ	arṣ 	arṣ/	ảrṣ	n. f.	earth	
140332	dbr	dbr	dbr(II)/	dbr (II)	n. m.	plague	
# KTU 1.5 VI:7
140333	l	l	l(I)	l (I)	prep.	to	
140334	ysmt	ysmt 	ysmt/	ysmt	n. f.	handsomeness	
140335	šd	šd 	šd(I)/	šd (I)	n. m.	open field	Wyatt p127 n51 pairs this with nˤmy as “Paradise ... Delight” (or superlative construction).
140336	šḥlmmt	šḥlmmt	šḥlmmt/	šḥlmmt	TN	Mortality-Shore	
# KTU 1.5 VI:8
140337	mġny	mġny 	mġ(y&n&y[	/m-ġ-y/	vb	to come	
140338	l	l	l(I)	l (I)	prep.	to	
140339	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
140340	npl	npl 	npl[	/n-p-l/	vb	to fall	
140341	l	l	l(I)	l (I)	prep.	to	
140342	a	a	!(ʔ&a!(I)[				
# KTU 1.5 VI:9
140343	rṣ	rṣ 	(arṣ/	ảrṣ	n. f.	earth	likely part of arṣ sequence with previous token a (segmentation uncertain)
140344	mt	mt 	mt(I)/	mt (I)	n. m.	dead person	
140345	aliyn	aliyn 	aliyn/	ảlỉyn	adj. m.	The Very / Most Powerful	
140346	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN	Baʿlu	
# KTU 1.5 VI:10
140347	ḫlq	ḫlq 	ḫlq/	ḫlq	adj. m. or n. m.	ruined	
140348	zbl	zbl 	zbl(I)/	zbl (I)	n. m.	prince	
140349	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
140350	arṣ	arṣ	arṣ/	ảrṣ	n. f.	earth	
# KTU 1.5 VI:11
140351	apnk	apnk 	apn(I)+k	ảpn (I), -k (I)	n. f.,pers. pn.	wheel, your(s)	
140352	lṭpn	lṭpn 	lṭpn/	lṭpn	adj. m.	Benevolent	
140353	ilxx	ilxx	?	?	?	?	
# KTU 1.5 VI:12
140354	d	d	d	d	det. or rel. functor	the one(s) of	
140355	pid	pid 	pid/	pỉd	n. m.	heart	
140356	yrd	yrd 	!y!(yrd[	/y-r-d/	vb	to go down	
140357	l	l	l(I)	l (I)	prep.	to	
140358	ksi	ksi 	ks(I)/&i	ks (I)	n. m.	cup	
140359	yṯb	yṯb	!y!(yṯb[	/y-ṯ-b/	vb	to sit down	
# KTU 1.5 VI:13
140360	l	l	l(I)	l (I)	prep.	to	
140361	hdm	hdm 	hdm/	hdm	n. m.	footstool	
140362	w	w	w	w	conj.	and	
140363	l	l 	l(I)	l (I)	prep.	to	
140364	hdm	hdm 	hdm/	hdm	n. m.	footstool	
140365	yṯb	yṯb	!y!(yṯb[	/y-ṯ-b/	vb	to sit down	
# KTU 1.5 VI:14
140366	l	l	l(I)	l (I)	prep.	to	
140367	arṣm	arṣm 	arṣ/m	ảrṣ	n. f.	earth	
140368	yṣq	yṣq 	!y!(yṣq[	/y-ṣ-q/	vb	to pour	
140369	ˤmr	ʿmr	ˤmr/	ʕmr	n. m.	ash(es)	
# KTU 1.5 VI:15
140370	un	un 	&u-n(IV)	-n (IV)	pers. pn.	(for) him	
140371	l	l	l(I)	l (I)	prep.	to	
140372	rišh	rišh 	riš(I)/+h	rỉš (I), -h (I)	n. m.,pers. pn.	head, his /her	
140373	ˤpr	ʿpr 	ˤpr(I)/	ʕpr (I)	n. m.	dust	
140374	plṯt	plṯt	plṯt/	plṯt	n. f.	fall	
# KTU 1.5 VI:16
140375	l	l 	l(I)	l (I)	prep.	to	
140376	qdqdh	qdqdh 	qdqd/+h	qdqd, -h (I)	n. m.,pers. pn.	skull, his /her	
140377	lpš	lpš 	lpš/	lpš	n. m.	cloak	
140378	yks	yks	!y!ks(y[	/k-s-y/	vb	to cover oneself	
# KTU 1.5 VI:17
140379	mizrtm	mizrtm 	mizrt/+m	mỉzrt, -m (I)	n. f.,morph.	garment,	
140380	ġr	ġr 	ġr(I)/	ġr (I)	n. m.	mountain	
140381	b	b	b	b	prep.	in	
140382	abn	abn	abn/	ảbn	n. f.	stone	
# KTU 1.5 VI:18
140383	ydy	ydy 	!y!(ydy(I)[	/y-d-y/ (I)	vb	to throw	
140384	psltm	psltm 	pslt(I)/m	pslt (I)	n. f.	braid	Wyatt p128 n55 prefers “side-locks/twin braids” over “flint”.
140385	b	b	b	b	prep.	in	
140386	yˤr	yʿr	!y!ˤr[	/ʕ-r/	vb	to become agitated	
# KTU 1.5 VI:19
140387	yhdy	yhdy 	!y!hdy[	/h-d-y/	vb	to lacerate	
140388	lḥm	lḥm 	lḥ(I)/m	lḥ (I)	n. f.	cheek	
140389	w	w	w	w	conj.	and	
140390	dqn	dqn	dqn(I)/	dqn (I)	n. m.	beard	
# KTU 1.5 VI:20
140391	yṯlṯ	yṯlṯ 	!y!ṯlṯ[:d	/ṯ-l-ṯ/	vb	to repeat for the third time	
140392	qn	qn 	qn/	qn	n. m.	cane	
140393	ḏrˤh	ḏrʿh 	ḏrˤ(I)/+h	ḏrʕ (I), -h (I)	n. f.,pers. pn.	arm, his /her	
140394	yḥrṯ	 yḥrṯ	!y!ḥrṯ[	/ḥ-r-ṯ/	vb	to plough	
# KTU 1.5 VI:21
140395	k	k	k(I)	k (I)	prep.	like	
140396	gn	gn 	gn(I)/	gn (I)	n. m.	garden	
140397	ap	ap	ap(II)/	ảp (II)	n. m.	nose	
140398	lb	lb 	lb/	lb	n. m.	heart	
140399	k	k	k(I)	k (I)	prep.	like	
140400	ˤmq	ʿmq 	ˤmq(I)/	ʕmq (I)	n. m.	valley	
140401	yṯlṯ	yṯlṯ	!y!ṯlṯ[:d	/ṯ-l-ṯ/	vb	to repeat for the third time	
# KTU 1.5 VI:22
140402	bmt	bmt 	bmt/	bmt	n. f.	back	Wyatt p128 n57 notes alternative “back” in this mourning tricolon.
140403	yšu	yšu 	!y!(nš(ʔ&u[	/n-š-ʔ/	vb	to raise	
140404	gh	gh 	g/+h	g, -h (I)	n. m.,pers. pn.	(loud) voice, his /her	
140405	w	 w	w	w	conj.	and	
140406	yṣḥ	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb	to exclaim	
# KTU 1.5 VI:23
140407	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
140408	mt	mt 	mt(I)/	mt (I)	n. m.	dead person	
140409	my	my 	my(I)	my (I)	pn. interr.	who?	contextually “what?”)
140410	lim	lim 	lim(I)/	lỉm (I)	n. m.	people	
140411	bn	bn	bn(I)/	bn (I)	n. m.	son	
# KTU 1.5 VI:24
140412	dgn	dgn 	dgn(I)/	dgn (I)	n. m.	grain	
140413	my	my 	my(I)	my (I)	pn. interr.	who?	contextually “what?”)
140414	hmlt	hmlt 	hml(t/t=	hmlt	n. f. pl. tant.?	multitude
140415	aṯr	aṯr	aṯr[/;aṯr(I)	/ʔ-ṯ-r/;ảṯr (I)	vb;adv. or prep.	to follow;afterwards	Wyatt p128 n60: “After Baal I shall go down...”.
# KTU 1.5 VI:25
140416	bˤl	bʿl 	bˤl(II)/	bʕl (II)	DN	Baʿlu	
